Id,SalePrice
1461,111240.0
1462,164865.0
1463,175592.7
1464,180360.0
1465,203100.0
1466,187050.0
1467,172930.0
1468,180070.0
1469,180544.1
1470,124800.0
1471,191504.0
1472,94200.0
1473,102880.0
1474,147790.0
1475,127740.0
1476,448084.5
1477,259030.4
1478,283453.2
1479,237404.8
1480,482709.6
1481,306728.0
1482,209300.0
1483,184334.1
1484,171498.0
1485,178020.0
1486,193360.0
1487,342222.7
1488,241975.0
1489,202098.0
1490,189900.0
1491,204361.0
1492,87259.3
1493,179715.0
1494,299773.2
1495,313020.0
1496,230424.0
1497,183614.0
1498,163313.3
1499,158548.3
1500,155553.3
1501,177400.0
1502,158458.0
1503,295428.0
1504,215258.8
1505,216185.0
1506,178650.0
1507,237750.0
1508,211600.0
1509,170950.0
1510,143850.0
1511,153975.0
1512,155430.0
1513,159096.4
1514,171770.0
1515,152575.0
1516,151280.0
1517,158970.0
1518,137979.0
1519,231430.0
1520,141990.0
1521,153515.0
1522,157600.0
1523,111700.0
1524,122620.0
1525,140260.0
1526,121762.5
1527,100850.0
1528,133661.5
1529,149210.0
1530,172170.0
1531,117580.0
1532,107370.0
1533,145700.0
1534,116300.4
1535,166500.0
1536,127870.0
1537,66081.1
1538,207600.0
1539,295910.0
1540,130059.0
1541,145450.0
1542,154940.0
1543,202340.0
1544,65736.4
1545,94177.1
1546,118277.1
1547,138413.2
1548,139190.0
1549,102689.6
1550,134620.0
1551,114350.0
1552,128594.0
1553,163457.0
1554,123395.4
1555,181030.0
1556,106000.0
1557,136600.0
1558,87624.3
1559,118200.0
1560,141340.0
1561,158080.0
1562,120490.0
1563,118612.5
1564,149123.7
1565,149896.4
1566,216290.0
1567,69065.4
1568,224280.0
1569,139803.2
1570,127340.0
1571,127479.2
1572,155487.5
1573,241740.0
1574,135910.0
1575,196230.0
1576,209477.5
1577,190395.0
1578,152310.0
1579,140396.0
1580,199911.0
1581,139285.0
1582,112750.0
1583,323190.0
1584,234490.0
1585,133440.0
1586,71890.0
1587,110890.0
1588,160385.0
1589,89628.6
1590,137240.0
1591,105422.5
1592,131512.5
1593,117080.0
1594,152135.3
1595,134095.0
1596,237050.0
1597,156695.0
1598,186840.0
1599,238350.0
1600,202900.0
1601,96660.0
1602,113440.0
1603,88217.6
1604,286635.0
1605,261268.5
1606,163300.0
1607,186540.0
1608,195439.1
1609,209075.0
1610,152628.5
1611,143726.2
1612,154230.0
1613,157193.2
1614,118170.0
1615,92920.0
1616,88520.0
1617,99175.0
1618,117800.0
1619,117520.0
1620,151510.4
1621,142015.0
1622,143988.7
1623,306150.0
1624,205690.0
1625,127050.0
1626,161975.0
1627,184500.0
1628,299657.7
1629,178350.0
1630,346950.0
1631,229100.0
1632,238890.0
1633,168570.0
1634,183510.0
1635,178460.0
1636,165344.1
1637,148638.7
1638,208780.0
1639,183890.0
1640,242137.9
1641,191530.0
1642,245256.9
1643,205460.0
1644,229655.6
1645,156190.0
1646,157350.0
1647,167590.0
1648,143970.0
1649,138600.0
1650,125850.0
1651,121005.0
1652,93330.0
1653,97080.0
1654,156190.0
1655,152994.0
1656,148400.0
1657,148790.0
1658,155650.0
1659,145830.0
1660,146340.0
1661,391459.1
1662,352782.9
1663,351469.8
1664,479934.9
1665,289840.0
1666,325240.0
1667,350915.0
1668,288990.0
1669,283313.2
1670,303140.0
1671,263025.0
1672,421794.2
1673,335173.3
1674,266433.2
1675,193710.0
1676,185800.0
1677,192703.2
