Id,SalePrice
1461,122290.0
1462,169890.0
1463,189280.0
1464,189975.0
1465,188475.0
1466,185190.0
1467,169620.0
1468,177780.0
1469,192000.0
1470,117248.3
1471,208852.8
1472,101000.0
1473,112500.0
1474,162250.0
1475,155836.5
1476,341948.0
1477,252766.3
1478,283175.6
1479,291725.6
1480,371705.7
1481,300620.0
1482,227840.0
1483,177132.4
1484,165445.6
1485,171286.0
1486,200820.0
1487,332480.0
1488,249639.0
1489,201500.0
1490,200070.0
1491,205510.0
1492,100980.0
1493,191800.0
1494,312177.7
1495,316370.0
1496,238257.8
1497,199326.5
1498,154575.2
1499,152775.2
1500,161116.5
1501,178330.0
1502,170164.0
1503,289024.4
1504,230505.0
1505,217967.0
1506,175540.0
1507,222800.0
1508,195729.0
1509,167970.0
1510,145530.0
1511,139312.5
1512,167670.0
1513,158010.3
1514,172335.0
1515,175820.0
1516,146593.2
1517,158180.0
1518,139485.5
1519,204920.0
1520,133940.0
1521,138545.0
1522,159940.0
1523,121395.3
1524,121715.0
1525,124500.0
1526,119845.0
1527,96630.0
1528,121891.6
1529,132990.0
1530,164393.2
1531,125740.0
1532,120380.0
1533,139395.3
1534,122260.0
1535,180810.0
1536,118040.0
1537,76830.0
1538,195540.0
1539,245450.0
1540,119790.0
1541,159330.0
1542,150620.0
1543,222064.0
1544,77210.0
1545,113200.0
1546,119250.0
1547,152280.0
1548,141590.0
1549,122152.5
1550,146280.0
1551,118500.0
1552,134050.0
1553,170239.0
1554,121360.0
1555,182490.0
1556,105695.0
1557,140880.5
1558,107120.0
1559,121640.0
1560,143790.0
1561,155980.0
1562,118663.3
1563,129790.0
1564,176429.0
1565,160680.0
1566,219737.8
1567,86220.0
1568,223869.0
1569,163190.0
1570,122660.0
1571,135576.4
1572,142915.0
1573,243853.0
1574,135950.0
1575,228924.9
1576,216600.0
1577,198373.5
1578,153330.0
1579,149140.0
1580,207820.0
1581,147150.0
1582,126380.0
1583,332218.5
1584,231540.0
1585,142080.0
1586,73621.1
1587,99229.3
1588,145542.5
1589,102831.1
1590,133700.0
1591,103822.1
1592,143725.3
1593,117055.0
1594,132723.2
1595,142633.2
1596,212040.0
1597,175590.0
1598,186645.0
1599,220850.0
1600,193875.0
1601,75062.2
1602,114950.0
1603,78346.2
1604,286802.4
1605,250235.0
1606,175632.7
1607,154520.5
1608,216956.0
1609,197168.0
1610,167720.7
1611,143015.0
1612,162755.0
1613,164550.0
1614,135390.0
1615,81981.1
1616,81281.1
1617,96550.0
1618,126450.0
1619,129775.0
1620,170960.6
1621,136650.0
1622,166540.0
1623,283500.0
1624,211550.0
1625,122625.0
1626,175840.0
1627,196410.0
1628,292100.0
1629,166710.0
1630,339621.7
1631,211500.0
1632,229980.0
1633,164239.5
1634,191710.0
1635,179103.2
1636,158688.0
1637,164350.0
1638,218100.0
1639,193700.0
1640,249401.7
1641,204890.0
1642,214857.8
1643,231700.0
1644,240915.0
1645,173060.0
1646,150265.0
1647,173590.0
1648,127740.0
1649,135290.0
1650,117037.1
1651,117730.0
1652,106150.0
1653,92738.3
1654,162090.0
1655,156178.0
1656,153340.0
1657,157490.0
1658,156690.0
1659,151330.0
1660,137535.0
1661,382616.1
1662,348996.8
1663,347086.1
1664,408267.9
1665,297766.1
1666,319377.0
1667,333819.0
1668,314476.3
1669,291498.5
1670,309608.6
1671,284743.6
1672,411005.4
1673,291751.3
1674,257825.0
1675,182940.0
1676,190500.0
1677,205488.0
1678,377643.9
1679,383075.2
1680,315023.3
1681,278246.1
1682,276426.3
1683,195231.5
1684,172604.5
1685,173478.0
1686,166320.6
1687,170636.0
1688,169620.0
1689,190936.5
1690,171606.5
1691,175029.5
1692,241000.0
1693,164530.0
1694,183445.0
1695,158420.0
1696,244605.8
1697,157605.0
1698,333380.0
1699,317876.3
1700,235400.0
1701,269690.0
1702,277027.6
1703,260589.3
1704,283735.0
1705,261189.3
1706,368480.7
1707,191960.0
1708,208430.1
1709,277739.2
1710,234193.0
1711,265048.0
1712,253093.2
1713,251191.4
1714,214830.0
1715,198660.0
1716,187700.0
1717,165579.5
1718,136410.0
1719,221383.5
1720,249535.6
1721,191060.0
1722,120490.0
1723,153350.0
1724,201630.1
1725,232800.0
1726,178739.0
1727,175922.2
1728,189136.5
1729,165467.0
1730,125228.1
1731,135545.0
1732,131000.0
1733,127778.3
1734,128850.0
1735,133790.0
1736,129720.0
1737,321600.0
1738,230435.0
1739,253753.5
1740,179167.2
1741,179940.0
1742,172290.0
1743,180520.0
1744,329265.4
1745,248910.8
1746,278539.0
1747,213483.0
1748,187400.0
1749,164380.0
1750,146150.0
1751,248247.9
1752,125525.0
1753,157925.0
1754,218718.0
1755,165129.0
1756,121400.0
1757,114540.0
1758,143210.0
1759,166168.2
1760,152613.2
1761,150440.0
1762,153630.0
1763,179300.0
1764,121850.0
1765,178250.0
1766,168670.0
1767,195470.0
1768,140390.0
1769,184890.0
1770,138947.5
1771,137067.5
1772,147945.3
1773,141200.0
1774,135060.5
1775,138030.0
1776,116480.0
1777,113650.0
1778,128450.0
1779,111020.0
1780,181583.0
1781,131267.5
1782,81391.1
1783,132430.0
1784,86750.0
1785,113620.0
1786,141040.0
1787,183701.0
1788,68930.0
1789,100530.0
1790,78991.1
1791,179880.0
1792,162550.0
1793,130825.0
1794,138925.0
1795,152590.0
1796,110400.0
1797,119000.0
1798,127445.0
1799,113788.3
1800,123850.0
1801,154850.0
1802,152540.0
1803,156380.0
1804,143650.0
1805,137515.0
1806,137590.0
1807,146230.0
1808,132560.0
1809,144850.0
1810,147240.0
1811,122600.0
1812,144950.0
1813,125750.0
1814,102300.0
1815,66262.2
1816,107580.0
1817,119840.0
1818,132380.0
1819,129240.0
1820,56815.0
1821,138950.0
1822,139890.0
1823,64170.0
1824,147200.0
1825,152975.3
1826,105610.0
1827,107990.0
1828,155582.3
1829,121647.5
1830,129440.0
1831,184300.0
1832,128790.0
1833,140280.0
1834,144660.0
1835,166590.0
1836,137340.0
1837,101050.0
1838,142128.7
1839,82730.0
1840,169040.0
1841,168250.0
1842,92060.0
1843,140280.0
1844,131530.0
1845,154873.2
1846,147985.0
1847,163083.2
1848,68250.0
