Id,SalePrice
1461,131021.1451088838
1462,178772.52166992877
1463,186710.995961841
1464,190852.68228692556
1465,193331.9761890963
1466,168561.37242741737
1467,166250.79583264372
1468,168561.37242741737
1469,187107.76154121218
1470,127237.03089731207
1471,196613.49156590676
1472,98345.27038318169
1473,96968.1714273665
1474,146255.89164041102
1475,128965.457989509
1476,378179.59290840273
1477,239105.13454258238
1478,304817.3922143431
1479,288711.82458799536
1480,524643.0516121034
1481,289815.2936360682
1482,195975.46985581008
1483,176602.8456488001
1484,168561.37242741737
1485,176277.02711203182
1486,199520.87553701192
1487,307703.6816307336
1488,238649.0744776802
1489,196613.49156590676
1490,231824.1371258068
1491,208933.32976829258
1492,92948.55865934836
1493,181444.9801436254
1494,300003.27514350816
1495,277018.65630001563
1496,238530.98528084878
1497,180897.39805014036
1498,163305.00131206628
1499,160126.7750167529
1500,151882.01426635313
1501,172461.15932371555
1502,159654.47717766275
1503,288107.44791371055
1504,233986.2254432683
1505,218652.81748329956
1506,190747.8395831321
1507,242324.09395382478
1508,209867.70963138738
1509,161803.59760087592
1510,141814.99062421566
1511,141200.6118481172
1512,172461.15932371555
1513,157343.9005828891
1514,171534.38546759027
1515,212979.37903122586
1516,158083.67505460075
1517,166250.79583264372
1518,138108.59780675534
1519,224371.1195109354
1520,132518.9377459005
1521,142584.77289482253
1522,170150.5827289419
1523,118918.95313275055
1524,132968.987532627
1525,129491.94540871124
1526,119284.79550124532
1527,96342.17899648535
1528,138454.71885624298
1529,141170.16021184737
1530,172461.15932371555
1531,133919.7918035097
1532,103178.78360046429
1533,143576.92961547975
1534,126591.83529646488
1535,164822.36613876483
1536,119870.36533856792
1537,64246.73704181814
1538,175290.75087508452
1539,231274.65193425084
1540,104476.06276513437
1541,144953.25872462327
1542,171551.11012689478
1543,217100.0798541931
1544,83710.07886090108
1545,104926.16028320187
1546,127948.56663460533
1547,143611.89761104345
1548,134649.33526751932
1549,107660.0420076339
1550,135176.70896713692
1551,125340.11610441587
1552,143831.26301763102
1553,142690.05814534932
1554,122637.51302489924
1555,187107.76154121218
1556,92309.41225024853
1557,121624.55617116325
1558,107985.293368287
1559,95399.85135340194
1560,140875.0202640709
1561,159322.04029091386
1562,131405.8759462327
1563,127312.84167469875
1564,163237.49984145275
1565,157343.9005828891
1566,244874.20012982792
1567,77170.65615807014
1568,233986.2254432683
1569,155812.2996574209
1570,146496.21422682193
1571,129446.7924026639
1572,151408.6226590884
1573,251138.18063502904
1574,133063.864678437
1575,227279.37728822633
1576,234705.84165580082
1577,181440.26589277203
1578,148779.49233052236
1579,140997.47000742162
1580,195975.46985581008
1581,161341.31185074215
1582,123016.49428819491
1583,300872.1286665058
1584,230852.91393353732
1585,138180.15283127248
1586,74261.73526440395
1587,105085.1419043678
1588,142912.80964550978
1589,97725.55601705638
1590,133698.99333054727
1591,95399.85135340194
1592,127009.66642419828
1593,123016.49428819491
1594,131909.43608707612
1595,120284.3633982537
1596,234620.6978253116
1597,174755.9320395296
1598,196456.85613247642
1599,191078.0078914108
1600,192557.06923617824
1601,77058.1885044017
1602,119870.36533856792
1603,87521.17782601509
1604,259189.34815904658
1605,248900.73619579105
1606,163305.00131206628
1607,180395.7897669757
1608,197943.11498749442
1609,193454.79980065319
1610,153787.79449265017
1611,146380.90060540303
1612,172461.15932371555
1613,165615.57790683993
1614,130796.78626327805
1615,96968.1714273665
1616,84000.47651549283
1617,95399.85135340194
1618,127312.84167469875
1619,142305.96875215488
1620,163237.49984145275
1621,139641.69351530436
1622,150407.81772727674
1623,277253.64693809446
1624,223160.62193950266
1625,132480.23756725923
1626,172461.15932371555
1627,194492.76032884547
1628,289815.2936360682
1629,183207.974644914
1630,371865.769203269
1631,194945.75391527393
1632,230902.08896756222
1633,168561.37242741737
1634,176602.8456488001
1635,172377.24021573365
1636,154192.59086112678
1637,184251.03333314226
1638,202178.12413807967
1639,190060.38900028795
1640,255345.97892839205
1641,194492.76032884547
1642,249030.94210886676
1643,222822.807288204
1644,233113.7265947171
1645,206782.99473625593
1646,157370.81715644017
1647,167255.8224689463
1648,130389.75228124742
1649,145215.23320915527
1650,116994.64298513359
1651,124634.312436368
1652,96968.1714273665
1653,98247.93214178455
1654,142584.77289482253
1655,155380.21112156496
1656,141388.542357618
1657,142584.77289482253
1658,144548.46235614666
1659,131851.76448594732
1660,148097.24113250308
1661,504707.94755983615
1662,387481.0953220319
1663,377647.47072133183
1664,466172.0469341388
1665,307342.8342696514
1666,311351.6529291341
1667,337573.8978815977
1668,369984.93553547474
1669,290748.95870156714
1670,374992.81793547736
1671,259462.1211340258
1672,526552.9073247125
1673,291735.237561432
1674,236813.26338021015
1675,186414.5545685221
1676,186414.5545685221
1677,216091.77286913953
1678,502822.8078814317
1679,338949.9766367265
1680,313216.2519076814
1681,276048.0691117401
1682,294612.3969624602
1683,184163.63418282976
1684,170940.06425121333
1685,172461.15932371555
1686,168561.37242741737
1687,165615.57790683993
1688,188209.1886202118
1689,191849.2666621317
1690,194492.76032884547
1691,176206.08006942892
1692,244355.97635821058
1693,168561.37242741737
1694,174447.86703178726
1695,164181.6756662631
1696,264241.90178056195
1697,167127.47018684054
1698,315370.1056919195
1699,306850.7926531486
1700,238530.98528084878
1701,275208.70179937646
1702,248900.73619579105
1703,237447.73576225343
1704,288740.9356856257
1705,250930.6799600071
1706,377617.95658933633
1707,207063.2932309111
1708,198226.3902415024
1709,295477.8069301883
1710,218652.81748329956
1711,265839.7999324179
1712,251497.58325383655
1713,272096.4339139711
1714,219287.28986534284
1715,214127.6770655086
1716,176277.02711203182
1717,169662.79950641698
1718,125960.43334292456
1719,215589.9447236793
1720,247454.45488182254
1721,172445.35544475596
1722,120578.96688828203
1723,158963.23378535497
1724,216091.77286913953
1725,233986.2254432683
1726,184936.52993737403
1727,157370.81715644017
1728,190852.68228692556
1729,165615.57790683993
1730,158479.5832468144
1731,124704.39114450928
1732,130149.33914176846
1733,128950.19225082181
1734,130324.26867192533
1735,134187.6668515236
1736,125900.85804624268
1737,319972.72059096553
1738,227913.8496702696
1739,258748.91566107224
1740,209342.7424685735
1741,174531.78613976916
1742,170940.06425121333
1743,172461.15932371555
1744,301668.7887353344
1745,211243.9212120859
1746,203887.27886002124
1747,219287.28986534284
1748,224146.06577849534
1749,160926.9232466791
1750,134649.33526751932
1751,251772.65301707233
1752,125136.19485301661
1753,146054.14117035098
1754,192230.5491100967
1755,172461.15932371555
1756,144167.47100504657
1757,123016.49428819491
1758,149540.8206039317
1759,163645.51005560072
1760,163305.00131206628
1761,153096.5511003424
1762,178826.67132201127
1763,168561.37242741737
1764,110107.20819993473
1765,168784.85852118107
1766,180418.71343711638
1767,226960.98124287988
1768,141168.48559077323
1769,176755.7117250558
1770,150541.24994191513
1771,128844.49828720166
1772,141168.48559077323
1773,136592.91533141013
1774,144242.36604609972
1775,137313.61050436983
1776,129696.74939229435
1777,118182.46848225355
1778,138207.15683821423
1779,119704.7633539487
1780,184797.18494643853
1781,128127.38466591347
1782,102578.21863164942
1783,138049.92248776637
1784,109909.81657190711
1785,128997.50184617269
1786,151596.99256934185
1787,167994.2697306359
1788,75823.47829777743
1789,97127.15304853243
1790,96605.71829676114
1791,186098.03823562205
1792,158990.5259527343
1793,138445.46297809982
1794,146861.85857900043
1795,138691.274035902
1796,144982.39257817855
1797,123576.3160074747
1798,126500.54624681507
1799,114668.96518023363
1800,124315.74370828965
1801,136474.89095721484
1802,139567.45868509208
1803,154738.23921201786
1804,134649.33526751932
1805,143753.6925251234
1806,126842.64407432522
1807,134450.24237784484
1808,129647.53556150506
1809,127474.35997290346
1810,136470.41894004523
1811,108248.16900400477
1812,114802.21408886125
1813,127948.56663460533
1814,91312.23267759044
1815,42540.013914770534
1816,104451.46146830502
1817,123014.43829951587
1818,152261.863343219
1819,132824.6316952586
1820,70230.62101898517
1821,128326.51622311781
1822,146160.84383855827
1823,42644.8494511165
1824,128611.47818923392
1825,142930.05917603686
1826,98688.18360201185
1827,96474.5064168196
1828,147441.1132501578
1829,121500.94785356174
1830,140407.9596471835
1831,175321.80948447896
1832,97899.48510563519
1833,149513.52843655238
